Дата,Пользователь,Страниц,Копий,Принтер,Документ,Компьютер,Формат листа,Драйвер,Высота,Ширина,Двусторонняя печать,Черно-белый,Размер файла
2026-04-17 16:46:20,oleg.uskov,3,1,Kyocera ECOSYS M2635dn KX,"doc03780220260417115647.pdf",EKA-NB-UXM00572,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,2055kb,
2026-04-17 16:49:28,oleg.uskov,5,1,Kyocera ECOSYS M2635dn KX,"Техническое решение.pdf",EKA-NB-UXM00572,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,160kb,
2026-04-17 16:50:00,nikolay.sbitnev,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Microsoft Word - 2026-04-16 Газпром газнадзор Е.И.Корзниковой О переносе сроков (УН 021)",EKA-NB-UXM00752,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,409kb,
2026-04-17 16:50:15,marina.gladysheva,1,1,Kyocera TASKalfa 2553ci KX,"Microsoft Word - КИП_ Ковыкта-13_недопоставка",EKA-WS-UXM00288,A4,EMF,,,NOT DUPLEX,GRAYSCALE,25kb,
2026-04-17 16:52:03,valentina.filimonova,2,1,Kyocera ECOSYS M2040dn KX,"Приказ по АХД № 053А от 13.04.2026, Об ... технического контроля в ЦНИИТМАШе.pdf",EKA-WS-UXM00077,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,1110kb,
2026-04-17 16:53:43,oleg.uskov,1,1,Kyocera ECOSYS M2635dn KX,"Отгрузочная спецификация_5 блок рус-анг(7 к-т) новый.xlsx",EKA-NB-UXM00572,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,39kb,
2026-04-17 16:53:49,andrey.rikunov,15,1,HP LaserJet MFP M430-431 PCL-6 (V4),"КСС 100...500.pdf",EKA-WS-UXM00382,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,16601kb,
2026-04-17 16:53:59,andrey.rikunov,3,1,HP LaserJet MFP M430-431 PCL-6 (V4),"КСС 100...500.pdf",EKA-WS-UXM00382,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,3252kb,
2026-04-17 16:54:25,anton.sinelnikov,2,1,Microsoft Print to PDF,"ГП519632_БРМ_рев.00.pdf",EKA-NB-UXM00033,,XPS,297mm,210mm,NOT DUPLEX,NOT GRAYSCALE,581kb,
2026-04-17 16:55:10,anton.sinelnikov,2,1,Microsoft Print to PDF,"ГП519632_БРМ_рев.00.pdf",EKA-NB-UXM00033,,XPS,297mm,210mm,NOT DUPLEX,NOT GRAYSCALE,506kb,
2026-04-17 16:55:26,damir.kofan,1,1,HP LaserJet Pro M428-M429 PCL 6 (V3),"КЭ 0112.20150.02534.pdf",EKA-WS-UXM00549,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,3089kb,
2026-04-17 16:55:47,mikhail.vitrichenko,1,1,HP LaserJet M1005,"Microsoft Word - 2026-04-03_ПС на БЛОК КО721_V-111_ПОСЛЕДНИЙ",EKA-WS-GHM00184,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,173kb,
2026-04-17 16:55:57,mikhail.vitrichenko,1,1,HP LaserJet M1005,"Microsoft Word - 2026-04-03_ПС на БЛОК КО721_V-111_ПОСЛЕДНИЙ",EKA-WS-GHM00184,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,145kb,
2026-04-17 16:56:03,andrey.rikunov,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"КСС 100...500.pdf",EKA-WS-UXM00382,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,1110kb,
2026-04-17 16:58:40,nikolay.sbitnev,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Microsoft Word - 2026-04-16 Газпром газнадзор Е.И.Корзниковой О переносе сроков (УН 021)",EKA-NB-UXM00752,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,409kb,
2026-04-17 16:59:23,andrey.rikunov,3,1,HP LaserJet MFP M430-431 PCL-6 (V4),"КСС 100...500.pdf",EKA-WS-UXM00382,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,3252kb,
2026-04-17 16:59:58,polina.fedotova,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Untitled.pdf",EKA-WS-UXM00197,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,1180kb,
2026-04-17 17:00:54,oleg.uskov,2,1,Kyocera ECOSYS M2635dn KX,"Отгрузочная спецификация_5 блок рус-анг(7 к-т) новый.xlsx",EKA-NB-UXM00572,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,209kb,
2026-04-17 17:01:06,oleg.uskov,1,1,Kyocera ECOSYS M2635dn KX,"Отгрузочная спецификация_5 блок рус-анг(7 к-т) новый.xlsx",EKA-NB-UXM00572,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,39kb,
2026-04-17 17:01:39,natalya.khisamova,1,1,Kyocera ECOSYS M2040dn KX,"Расшифровки  1 кв.2026 к ф.1 и 2.xlsx",EKA-WS-UXM00156,A4,EMF,,,DUPLEX,GRAYSCALE,63kb,
2026-04-17 17:01:42,olga.baitova,1,1,Kyocera ECOSYS M2040dn KX,"Microsoft Word - Исходящий документ АО (35)",EKA-WS-UXM00734,A4,PCL6,,,DUPLEX,GRAYSCALE,128kb,
2026-04-17 17:01:54,e.shmidt,1,1,Kyocera ECOSYS M2040dn KX,"СТО 00217320-137-2021 Управление проектом.pdf",EKA-WS-UXM00562,A4,PCL6,,,DUPLEX,GRAYSCALE,673kb,
2026-04-17 17:02:42,oleg.uskov,1,1,Kyocera ECOSYS M5526cdn KX,"2026-04-17_16-56-08",EKA-NB-UXM00572,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1792kb,
2026-04-17 17:02:51,oleg.uskov,1,1,Kyocera ECOSYS M5526cdn KX,"2026-04-17_16-55-52",EKA-NB-UXM00572,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1792kb,
2026-04-17 17:03:01,oleg.uskov,1,1,Kyocera ECOSYS M5526cdn KX,"2026-04-17_16-55-15",EKA-NB-UXM00572,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1762kb,
2026-04-17 17:04:40,valentina.filimonova,1,1,Kyocera ECOSYS M2040dn KX,"-1135098301.pdf",EKA-WS-UXM00077,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,799kb,
2026-04-17 17:05:17,roman.khanaev,1,1,Kyocera ECOSYS M2040dn KX (Приёмная 315 каб),"Microsoft Word - Смета № 4 к договору подряда № 934-760_24 с ТМК",EKA-NB-UXM00198,A4,PCL6,,,DUPLEX,GRAYSCALE,108kb,
2026-04-17 17:06:23,sergey.lekomtsev,2,1,HP LaserJet MFP M430-431 PCL-6 (V4),"График на трубопроводы со сдачей в апреле от 17.04.2026 внутренний.xlsx",EKA-WS-GHM00227,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,1104kb,
2026-04-17 17:06:27,sergey.lekomtsev,2,1,HP LaserJet MFP M430-431 PCL-6 (V4),"График на трубопроводы со сдачей в апреле от 17.04.2026 внутренний.xlsx",EKA-WS-GHM00227,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,1028kb,
2026-04-17 17:06:32,sergey.lekomtsev,2,1,HP LaserJet MFP M430-431 PCL-6 (V4),"График на трубопроводы со сдачей в апреле от 17.04.2026 внутренний.xlsx",EKA-WS-GHM00227,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,1022kb,
2026-04-17 17:08:18,e.shmidt,1,1,Kyocera ECOSYS M2040dn KX,"СТО 00217320-137-2021 Управление проектом.pdf",EKA-WS-UXM00562,A4,PCL6,,,DUPLEX,GRAYSCALE,1000kb,
2026-04-17 17:10:54,vladislav.birman,2,1,HP LaserJet Professional P1102,"Калькуляция 22011 Арсенал-НТ Термообработка изделия Отливка ч. ВТ24-1-40.00.01-Э01 (003).xlsx",EKA-NB-UXM00037,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,144kb,
2026-04-17 17:11:31,yuliya.gretskaya,11,1,Kyocera FS-C8520MFP XPS,"Microsoft PowerPoint - Уралхиммаш_краткая",EKA-WS-UXM00119,,XPS,297mm,210mm,NOT DUPLEX,NOT GRAYSCALE,2483kb,
2026-04-17 17:12:57,e.shmidt,1,1,Kyocera ECOSYS M2040dn KX,"СТО 00217320-137-2021 Управление проектом.pdf",EKA-WS-UXM00562,A4,PCL6,,,DUPLEX,GRAYSCALE,403kb,
2026-04-17 17:13:54,damir.kofan,2,1,HP LaserJet Pro M428-M429 PCL 6 (V3),"Табличный документ",EKA-WS-UXM00549,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,180kb,
2026-04-17 17:14:01,yuliya.gretskaya,11,1,Kyocera FS-C8520MFP XPS,"Microsoft PowerPoint - Уралхиммаш_краткая",EKA-WS-UXM00119,,XPS,297mm,210mm,NOT DUPLEX,NOT GRAYSCALE,2483kb,
2026-04-17 17:14:17,damir.kofan,2,1,HP LaserJet Pro M428-M429 PCL 6 (V3),"Табличный документ",EKA-WS-UXM00549,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,180kb,
2026-04-17 17:14:33,yuliya.gretskaya,11,1,Kyocera FS-C8520MFP XPS,"Microsoft PowerPoint - Уралхиммаш_краткая",EKA-WS-UXM00119,,XPS,297mm,210mm,NOT DUPLEX,NOT GRAYSCALE,2483kb,
2026-04-17 17:14:42,yuliya.gretskaya,11,1,Kyocera FS-C8520MFP XPS,"Microsoft PowerPoint - Уралхиммаш_краткая",EKA-WS-UXM00119,,XPS,297mm,210mm,NOT DUPLEX,NOT GRAYSCALE,2483kb,
2026-04-17 17:16:58,rshakirov,1,1,HP LaserJet Pro M428-M429 PCL-6 (V4) (сеть),"План работ на выходные по цеху №15 18-19.04.26.xlsx",EKA-WS-UXM00207,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,212kb,
2026-04-17 17:17:00,m.usacheva,1,1,Kyocera ECOSYS M4125idn KX,"УРАЛХИММАШ ПАО  № 2690 от 14.04.2026.pdf",EKA-WS-UXM00128,A4,PCL6,,,DUPLEX,GRAYSCALE,645kb,
2026-04-17 17:17:06,rshakirov,1,1,HP LaserJet Pro M428-M429 PCL-6 (V4) (сеть),"План работ на выходные по цеху №15 18-19.04.26.xlsx",EKA-WS-UXM00207,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,211kb,
2026-04-17 17:17:43,yuliya.gretskaya,11,1,Kyocera FS-C8520MFP XPS,"Microsoft PowerPoint - Уралхиммаш_краткая",EKA-WS-UXM00119,,XPS,297mm,210mm,NOT DUPLEX,NOT GRAYSCALE,2483kb,
2026-04-17 17:17:47,ev.meshcheryakova,30,1,Kyocera TASKalfa 2552ci (214 кабинет),"Протокол портфеля №9 ФИНАЛ от 11.04.2026 (002).xlsx",EKA-NB-UXM00031,A4,PCL6,,,DUPLEX,NOT GRAYSCALE,594kb,
2026-04-17 17:18:50,anastasiya.arkanova,3,1,Kyocera ECOSYS M2040dn KX,"ДС № 1 к договору № 37-181_26 от 15 04 26.pdf",EKA-WS-UXM00157,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,6774kb,
2026-04-17 17:20:56,anastasiya.arkanova,1,1,Kyocera ECOSYS M2040dn KX,"Microsoft Word - ЛИСТ СОГЛАСОВАНИЯ к Дополнительное соглашение №ДС1",EKA-WS-UXM00157,A4,EMF,,,NOT DUPLEX,NOT GRAYSCALE,47kb,
2026-04-17 17:22:12,ev.meshcheryakova,1,1,Kyocera TASKalfa 2552ci (214 кабинет),"Microsoft Word - Дефицит 2006.027 к-т 1-3 7-9",EKA-NB-UXM00031,A4,PCL6,,,DUPLEX,NOT GRAYSCALE,74kb,
2026-04-17 17:22:29,nikolay.sbitnev,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Microsoft Word - 2026-04-16 Газпром газнадзор Е.И.Корзниковой О переносе сроков (УН 080, 081, 088, 089)",EKA-NB-UXM00752,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,405kb,
2026-04-17 17:22:48,ev.meshcheryakova,2,1,HP LaserJet MFP M430-431 PCL-6 (V4),"0004КИ594-26 з. 3186.pdf",EKA-NB-UXM00031,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,5578kb,
2026-04-17 17:23:00,ev.meshcheryakova,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"График по КСС 205512105  от17.04.26.pdf",EKA-NB-UXM00031,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,558kb,
2026-04-17 17:24:16,d.nikonov,2,1,Kyocera TASKalfa 2552ci KX,"Microsoft Word - Химмашснаб 17.04.26",EKA-NB-UXM00079,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,229kb,
2026-04-17 17:25:21,ev.meshcheryakova,1,1,Kyocera TASKalfa 2552ci (214 кабинет),"Microsoft Word - Дефицит 2006.027 к-т 1-3 7-9 (002)",EKA-NB-UXM00031,A4,PCL6,,,DUPLEX,NOT GRAYSCALE,74kb,
2026-04-17 17:25:56,ev.meshcheryakova,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Microsoft Word - Дефицит 2006.027 к-т 1-3 7-9 (002)",EKA-NB-UXM00031,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,210kb,
2026-04-17 17:26:57,sergey.lekomtsev,2,1,HP LaserJet MFP M430-431 PCL-6 (V4),"График двухсменный Гаврикову.xlsx",EKA-WS-GHM00227,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,941kb,
2026-04-17 17:27:02,sergey.lekomtsev,2,1,HP LaserJet MFP M430-431 PCL-6 (V4),"График двухсменный Гаврикову.xlsx",EKA-WS-GHM00227,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,873kb,
2026-04-17 17:27:08,sergey.lekomtsev,2,1,HP LaserJet MFP M430-431 PCL-6 (V4),"График двухсменный Гаврикову.xlsx",EKA-WS-GHM00227,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,864kb,
2026-04-17 17:28:35,sergey.perepelitsa,2,2,HP LaserJet Pro M428-M429 PCL-6 (V4) (сеть),"Microsoft Word - кор.д УН№014",EKA-WS-UXM00908,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,459kb,
2026-04-17 17:29:39,oleg.uskov,1,1,Kyocera ECOSYS M2635dn KX,"Отгрузочная спецификация_5 блок рус-анг(7 к-т) новый.xlsx",EKA-NB-UXM00572,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,43kb,
2026-04-17 17:29:42,sergey.perepelitsa,2,2,HP LaserJet Pro M428-M429 PCL-6 (V4) (сеть),"Microsoft Word - кор.д УН№014",EKA-WS-UXM00908,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,459kb,
2026-04-17 17:31:35,m.usacheva,1,1,Kyocera ECOSYS M4125idn KX,"Microsoft Word - Исходящий документ АО",EKA-WS-UXM00128,A4,EMF,,,DUPLEX,GRAYSCALE,454kb,
2026-04-17 17:32:05,sergey.perepelitsa,2,2,HP LaserJet Pro M428-M429 PCL-6 (V4) (сеть),"Microsoft Word - кор.д УН№015",EKA-WS-UXM00908,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,460kb,
2026-04-17 17:32:09,sergey.lekomtsev,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Microsoft Word - Сменно-суточное задание выходной Семакин",EKA-WS-GHM00227,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,252kb,
2026-04-17 17:33:54,sergey.lekomtsev,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Справка (на выходной день) о явочной численности нормируемых ОПР ССП 251.xlsx",EKA-WS-GHM00227,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,110kb,
2026-04-17 17:37:02,tatyana.shipeleva,1,1,Kyocera ECOSYS M8130cidn KX,"Табличный документ",EKA-WS-UXM00113,A4,EMF,,,NOT DUPLEX,GRAYSCALE,178kb,
2026-04-17 17:37:28,sergey.perepelitsa,1,1,HP LaserJet Pro M428-M429 PCL-6 (V4) (сеть),"Копия Копия Заявка на работу в выходной день сверхурочные часы (ФР).xlsx",EKA-WS-UXM00908,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,208kb,
2026-04-17 17:41:21,galina.posha,7,1,Kyocera ECOSYS M8130cidn KX,"Тест тема №3_1.pdf",EKA-WS-UXM00902,A4,EMF,,,NOT DUPLEX,GRAYSCALE,10034kb,
2026-04-17 17:41:37,sv.rostovshchikov,12,1,Kyocera TASKalfa 2553ci KX,"Протокол портфеля №9 от 11.04.2026 + Апатит от 13.04.xlsx",EKA-NB-UXM00757,A3,PCL6,,,DUPLEX,NOT GRAYSCALE,331kb,
2026-04-17 17:42:35,s.artemev,1,1,HP LaserJet Professional M1212nf MFP,"Microsoft Word - Перемещение бригады Порошина",EKA-WS-GHM00071,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,84kb,
2026-04-17 17:45:38,sergey.perepelitsa,1,2,HP LaserJet Pro M428-M429 PCL-6 (V4) (сеть),"Microsoft Word - кор.д УН№021",EKA-WS-UXM00908,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,290kb,
2026-04-17 17:46:40,tvoronchikhina,2,1,Kyocera ECOSYS M2040dn KX,"doc02819720260416101940.pdf",EKA-WS-UXM00738,A4,PCL6,,,DUPLEX,GRAYSCALE,1653kb,
2026-04-17 17:47:42,sv.rostovshchikov,12,1,Kyocera TASKalfa 2553ci KX,"Протокол портфеля №9 от 11.04.2026 + Апатит от 13.04.xlsx",EKA-NB-UXM00757,A4,PCL6,,,DUPLEX,NOT GRAYSCALE,332kb,
2026-04-17 17:47:55,ev.meshcheryakova,2,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Microsoft Word - Приложение Лист рассылки_ к исх. письмо по списку рассылки _О проведении совещания_(v1) (1)",EKA-NB-UXM00031,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,286kb,
2026-04-17 17:48:20,sergey.perepelitsa,1,2,HP LaserJet Pro M428-M429 PCL-6 (V4) (сеть),"Microsoft Word - кор.д УН№012",EKA-WS-UXM00908,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,226kb,
2026-04-17 17:48:22,vladislav.birman,2,1,HP LaserJet Professional P1102,"Исходящее письмо № 76001953 от 03.04.2026 в ООО АРСЕНАЛ-НТ_ О стоимости выполнения работ (штамп) (002).pdf",EKA-NB-UXM00037,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,841kb,
2026-04-17 17:48:34,s.artemev,1,1,HP LaserJet Professional M1212nf MFP,"Microsoft Word - Служебки Адушкину",EKA-WS-GHM00071,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,54kb,
2026-04-17 17:48:59,sergey.lekomtsev,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"Сводные данные о работах выполняемых ССП ОП г. Глазов 18.04.2026г.xlsx",EKA-WS-GHM00227,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,487kb,
2026-04-17 17:54:18,viktor.samsonov,2,1,Kyocera TASKalfa 2552ci KX,"Копия Протокол портфеля №9 от 11.04.2026 + Апатит от 13.04 + комм_.xlsx",EKA-WS-UXM00766,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,282kb,
2026-04-17 17:57:22,sv.rostovshchikov,1,1,Kyocera TASKalfa 2553ci KX,"Структура от 15.04.26  - новая.xlsx",EKA-NB-UXM00757,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,321kb,
2026-04-17 17:57:39,sv.rostovshchikov,1,1,Kyocera TASKalfa 2553ci KX,"Структура от 15.04.26  - новая.xlsx",EKA-NB-UXM00757,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,84kb,
2026-04-17 17:57:56,sergey.lekomtsev,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"205511206_К0748.03_Трубопровод_20.04.26_пескоструйщики Ефремова.xlsx",EKA-WS-GHM00227,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,289kb,
2026-04-17 17:58:17,tatyana.shipeleva,1,1,Kyocera ECOSYS M8130cidn KX,"Microsoft Word - УЛ №6c (Указатель уровня)",EKA-WS-UXM00113,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,99kb,
2026-04-17 17:58:29,yuliya.gretskaya,12,1,Kyocera FS-C8520MFP XPS,"Microsoft PowerPoint - Уралхиммаш-АЭС-2026",EKA-WS-UXM00119,,XPS,297mm,210mm,NOT DUPLEX,NOT GRAYSCALE,2923kb,
2026-04-17 17:59:24,tatyana.shipeleva,1,1,Kyocera ECOSYS M8130cidn KX,"Microsoft Word - УЛ №6р (Указатель уровня)",EKA-WS-UXM00113,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,98kb,
2026-04-17 17:59:33,tatyana.shipeleva,1,1,Kyocera ECOSYS M8130cidn KX,"Microsoft Word - УЛ №6т (Указатель уровня)",EKA-WS-UXM00113,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,97kb,
2026-04-17 17:59:40,tatyana.shipeleva,1,1,Kyocera ECOSYS M8130cidn KX,"Microsoft Word - УЛ №6у (Указатель уровня)",EKA-WS-UXM00113,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,97kb,
2026-04-17 17:59:59,yuliya.gretskaya,12,1,Kyocera FS-C8520MFP XPS,"Microsoft PowerPoint - Уралхиммаш-АЭС-2026",EKA-WS-UXM00119,,XPS,297mm,210mm,NOT DUPLEX,NOT GRAYSCALE,2923kb,
2026-04-17 18:02:47,tatyana.shipeleva,1,1,Kyocera ECOSYS M8130cidn KX,"Microsoft Word - УЛ №5ц (Сиг. уровня вибр.)",EKA-WS-UXM00113,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,115kb,
2026-04-17 18:03:15,tatyana.shipeleva,1,1,Kyocera ECOSYS M8130cidn KX,"Microsoft Word - УЛ №5ю (Сиг. уровня вибр.)",EKA-WS-UXM00113,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,116kb,
2026-04-17 18:03:30,sergey.lekomtsev,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"205511206_К0748.03_Трубопровод_20.04.26_маляры Ефремова.xlsx",EKA-WS-GHM00227,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,291kb,
2026-04-17 18:04:32,vladislav.birman,2,1,HP LaserJet Professional P1102,"Мероприятия по исполнению бюджета.pdf",EKA-NB-UXM00037,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,3040kb,
2026-04-17 18:10:17,nikolay.sbitnev,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"2026-04-17 Свод просроченных УН-ок.pdf",EKA-NB-UXM00752,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,522kb,
2026-04-17 18:14:01,tatyana.shipeleva,11,1,Kyocera ECOSYS M8130cidn KX,"Microsoft Word - УЛ Камера м 1-11_11 по заказам (003)",EKA-WS-UXM00113,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,173kb,
2026-04-17 18:16:03,a.shatalin,1,1,Kyocera ECOSYS M2040dn KX,"Microsoft Word - О назначении стажировки СТУДент",EKA-WS-UXM00537,A4,EMF,,,DUPLEX,GRAYSCALE,47kb,
2026-04-17 18:16:42,tatyana.shipeleva,1,1,Kyocera ECOSYS M8130cidn KX,"ул 1.xls",EKA-WS-UXM00113,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,150kb,
2026-04-17 18:16:57,tatyana.shipeleva,1,1,Kyocera ECOSYS M8130cidn KX,"ул 2.xls",EKA-WS-UXM00113,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,148kb,
2026-04-17 18:17:13,konstantin.sivokhin,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"206574601 +206574602.xls",EKA-WS-UXM00825,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,114kb,
2026-04-17 18:17:13,tatyana.shipeleva,1,1,Kyocera ECOSYS M8130cidn KX,"УЛ 3 Термочехол каб. ввод.xls",EKA-WS-UXM00113,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,141kb,
2026-04-17 18:19:28,konstantin.sivokhin,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"206574601 +206574602.xls",EKA-WS-UXM00825,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,115kb,
2026-04-17 18:19:39,marina.gladysheva,1,1,Kyocera TASKalfa 2553ci KX,"Microsoft Word - Дефицит",EKA-WS-UXM00288,A4,EMF,,,NOT DUPLEX,GRAYSCALE,51kb,
2026-04-17 18:21:00,galina.posha,7,1,Kyocera ECOSYS M8130cidn KX,"Тест тема №3_1 верный.pdf",EKA-WS-UXM00902,A4,EMF,,,NOT DUPLEX,GRAYSCALE,8966kb,
2026-04-17 18:21:46,sergey.perepelitsa,1,2,HP LaserJet Pro M428-M429 PCL-6 (V4) (сеть),"Microsoft Word - кор.д УН№021",EKA-WS-UXM00908,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,290kb,
2026-04-17 18:23:37,nikolay.sbitnev,1,1,HP LaserJet MFP M430-431 PCL-6 (V4),"2026-04-17 Свод просроченных УН-ок п.pdf",EKA-NB-UXM00752,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,496kb,
2026-04-17 18:25:07,galina.posha,2,1,Kyocera ECOSYS M8130cidn KX,"Б.8.6 ФНП Пром. безоп. обор. под давл.pdf",EKA-WS-UXM00902,A4,EMF,,,NOT DUPLEX,GRAYSCALE,990kb,
2026-04-17 18:25:14,iskandar.davlatov,2,1,Kyocera ECOSYS M5526cdn KX,"sravni_doc_1776417277945.pdf",EKA-WS-UXM00483,A4,PCL6,,,DUPLEX,NOT GRAYSCALE,3156kb,
2026-04-17 18:30:11,nkrivonogova,2,1,HP LaserJet Professional M1217nfw MFP,"Microsoft Word - 2026-04-17  План мероприятий по закрытию УН Чона",EKA-WS-GHM00236,A4,Zeno IMF,,,NOT DUPLEX,GRAYSCALE,230kb,
2026-04-17 18:31:48,pavel.privalov,2,1,Kyocera ECOSYS M5526cdw KX,"206243001 1 ; 206243002 1 ; 206243003 1 206243004 1 ; 2062430011 1 ; 2062430012 1 ; 206243013 1.xlsx",EKA-WS-UXM00167,A4,EMF,,,NOT DUPLEX,NOT GRAYSCALE,199kb,
2026-04-17 18:31:55,pavel.privalov,2,1,Kyocera ECOSYS M5526cdw KX,"206243001 1 ; 206243002 1 ; 206243003 1 206243004 1 ; 2062430011 1 ; 2062430012 1 ; 206243013 1.xlsx",EKA-WS-UXM00167,A4,EMF,,,NOT DUPLEX,NOT GRAYSCALE,199kb,
2026-04-17 18:33:31,nikolay.sbitnev,1,2,HP LaserJet MFP M430-431 PCL-6 (V4),"2026-04-17 Свод просроченных УН-ок, с новыми сроками.pdf",EKA-NB-UXM00752,,XPS,297mm,210mm,NOT DUPLEX,GRAYSCALE,642kb,
2026-04-17 18:34:01,a.kuvshinov,1,1,HP LaserJet Pro M428-M429,"Microsoft Word - ССЗ 17.04.26",EKA-WS-UXM00600,,XPS,297mm,210mm,DUPLEX,GRAYSCALE,478kb,
2026-04-17 18:40:53,marina.gladysheva,4,1,Kyocera TASKalfa 2553ci KX,"Microsoft Word - АКТ по проверке",EKA-WS-UXM00288,A4,EMF,,,NOT DUPLEX,GRAYSCALE,246kb,
2026-04-17 18:41:15,marina.gladysheva,4,1,Kyocera TASKalfa 2553ci KX,"Microsoft Word - АКТ по проверке",EKA-WS-UXM00288,A4,EMF,,,NOT DUPLEX,GRAYSCALE,244kb,
2026-04-17 18:48:32,m.usacheva,1,1,Kyocera ECOSYS M4125idn KX,"Счет на оплату без наценки № ЦБ-2352 от 17.04.2026.pdf",EKA-WS-UXM00128,A4,PCL6,,,DUPLEX,GRAYSCALE,148kb,
